,proponente,nota_de_credito,programa,mes,valor_faturado,valor_economizado,valor_utilizado,saldo_no_periodo,relatorio,prop_pk1,prop_pk2
431,ULDURICO JUNIOR,47/2021,GESAC,2021-06-01,0.0,2743.1982417336962,0.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
432,BANCADA-AL,48/2021,WifiBrasil,2021-06-01,0.0,5082.137938639722,0.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
433,BANCADA-AL,49/2021,WifiBrasil,2021-06-01,0.0,5687.001896867724,0.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
434,BANCADA-AL,50/2021,WifiBrasil,2021-06-01,0.0,1076.2902820565341,0.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
435,BANCADA-MG,51/2021,WifiBrasil,2021-06-01,0.0,1386.731526835802,0.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
436,BANCADA-SP,52/2021,WifiBrasil,2021-06-01,0.0,47304.417227646394,0.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
437,BANCADA-ES,53/2021,WifiBrasil,2021-06-01,0.0,6273.312183302625,0.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
438,BANCADA-ES,54/2021,WifiBrasil,2021-06-01,0.0,7166.534817742926,0.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
439,BANCADA-PA,55/2021,WifiBrasil,2021-06-01,0.0,7647.703609891597,0.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
440,BANCADA-PA,56/2021,WifiBrasil,2021-06-01,0.0,1470.3661703128369,0.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
441,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-06-01,0.0,2475.59094809377,0.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
442,DIMAS FABIANO,58/2021,WifiBrasil,2021-06-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
443,EDNA HENRIQUE,59/2021,WifiBrasil,2021-06-01,0.0,442.9337626137843,0.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
444,FABIO REIS,60/2021,WifiBrasil,2021-06-01,0.0,231.12978663308346,0.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
445,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-06-01,0.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
446,GENERAL GIRAO,62/2021,WifiBrasil,2021-06-01,0.0,3248.7036849144984,0.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
447,JOSE NUNES,63/2021,WifiBrasil,2021-06-01,0.0,140.5017834997833,0.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
448,JOSIVALDO JP,64/2021,WifiBrasil,2021-06-01,0.0,140.5017834997833,0.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
449,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-06-01,0.0,85.52487660694194,0.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
450,LEO DE BRITO,66/2021,WifiBrasil,2021-06-01,0.0,469.39451181052857,0.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
451,LUCIANO BIVAR,67/2021,WifiBrasil,2021-06-01,0.0,1327.8089783137007,0.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
452,LUIS TIBE,68/2021,WifiBrasil,2021-06-01,0.0,241.31244320445032,0.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
453,MARA ROCHA,69/2021,WifiBrasil,2021-06-01,0.0,0.0,0.0,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
454,MARX BELTRAO,70/2021,WifiBrasil,2021-06-01,0.0,1226.9983186090335,0.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
455,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-06-01,0.0,342.12310290911734,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
456,SERGIO PETECAO,72/2021,WifiBrasil,2021-06-01,0.0,1259.5373697148523,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
457,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-06-01,0.0,947.1201797365786,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
458,SORAYA THRONICKE,74/2021,WifiBrasil,2021-06-01,0.0,1234.1332571533953,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
459,MCOM,75/2021,WifiBrasil,2021-06-01,0.0,973.4478103338636,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
460,JUNIO AMARAL,76/2021,WifiBrasil,2021-06-01,0.0,4385.653667750768,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
461,LEUR LOMANTO,77/2021,WifiBrasil,2021-06-01,0.0,644.5550820231183,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
462,BANCADA-AL,01/2021,GESAC,2021-07-01,100000.0,13197.589828445743,100000.0,1209626.8014248305,0.0,BANCADA-AL,BANCADA-AL
463,BANCADA-AL,02/2021,GESAC,2021-07-01,0.0,3826.2207445068957,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
464,BANCADA-AL,03/2021,GESAC,2021-07-01,0.0,52588.481632589435,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
465,BANCADA-MG,04/2021,GESAC,2021-07-01,0.0,134755.2998592476,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
466,BANCADA-SP,05/2021,GESAC,2021-07-01,0.0,10080.683736061927,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
467,BANCADA-ES,06/2021,GESAC,2021-07-01,0.0,9525.467342629201,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
468,BANCADA-ES,07/2021,GESAC,2021-07-01,0.0,21743.165623664936,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
469,BANCADA-ES,08/2021,GESAC,2021-07-01,0.0,27105.425534908893,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
470,BANCADA-MA,09/2021,GESAC,2021-07-01,0.0,7231.095518534003,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
471,BANCADA-PA,10/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
472,BANCADA-PA,11/2021,GESAC,2021-07-01,0.0,3222.523498063276,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
473,JUNIO AMARAL,12/2021,GESAC,2021-07-01,0.0,1200.0734697723915,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
474,CELSO SABINO,13/2021,GESAC,2021-07-01,0.0,586.2730621971303,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
475,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-07-01,0.0,704.3647706092561,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
476,DIMAS FABIANO,15/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
477,EDNA HENRIQUE,16/2021,GESAC,2021-07-01,0.0,1311.0260594034214,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
478,ELIAS VAZ,17/2021,GESAC,2021-07-01,0.0,3668.4734270613985,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
479,EXPEDITO NETTO,18/2021,GESAC,2021-07-01,0.0,1755.2193272824136,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
480,FABIO REIS,19/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
481,FLAVIA ARRUDA,20/2021,GESAC,2021-07-01,0.0,8367.238367235494,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
482,FLAVIANO MELO,21/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
483,FLAVIANO MELO,22/2021,GESAC,2021-07-01,0.0,4311.731240346849,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
484,GENERAL GIRAO,23/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
485,JOAO ROMA,24/2021,GESAC,2021-07-01,0.0,29.174697838518476,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
486,JOENIA WAPICHANA,25/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
487,JOSE NUNES,26/2021,GESAC,2021-07-01,0.0,998.5261310330313,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
488,JOSIVALDO JP,27/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
489,JUNIOR LOURENCO,28/2021,GESAC,2021-07-01,0.0,2806.3118045780925,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
490,LEO DE BRITO,29/2021,GESAC,2021-07-01,0.0,3167.651679944467,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
491,LEUR LOMANTO,30/2021,GESAC,2021-07-01,0.0,168.9816939434557,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
492,LUCIANO BIVAR,31/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
493,LUIS TIBE,32/2021,GESAC,2021-07-01,0.0,998.5261310330313,0.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
494,MARA ROCHA,33/2021,GESAC,2021-07-01,0.0,3652.9492327725534,0.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
495,MARX BELTRAO,34/2021,GESAC,2021-07-01,0.0,1401.6208085117514,0.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
496,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-07-01,0.0,150934.18882368642,0.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
497,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-07-01,0.0,36733.66856890245,0.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
498,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-07-01,0.0,100983.01325854553,0.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
499,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-07-01,0.0,170842.95843840437,0.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
500,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-07-01,0.0,32026.82733606772,0.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
501,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-07-01,0.0,5665.880963059362,0.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
502,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-07-01,0.0,694.192926694842,0.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
503,PERPETUA ALMEIDA,42/2021,GESAC,2021-07-01,0.0,3105.562625132543,0.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
504,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
505,CONFUCIO MOURA,44/2021,GESAC,2021-07-01,0.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
506,SERGIO PETECAO,45/2021,GESAC,2021-07-01,0.0,1389.2447290559753,0.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
507,SORAYA THRONICKE,46/2021,GESAC,2021-07-01,0.0,2907.0854739477722,0.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
508,ULDURICO JUNIOR,47/2021,GESAC,2021-07-01,0.0,2742.191683278522,0.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
509,BANCADA-AL,48/2021,WifiBrasil,2021-07-01,0.0,5080.273155834499,0.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
510,BANCADA-AL,49/2021,WifiBrasil,2021-07-01,0.0,5684.91517205258,0.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
511,BANCADA-AL,50/2021,WifiBrasil,2021-07-01,0.0,1075.8953601485418,0.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
512,BANCADA-MG,51/2021,WifiBrasil,2021-07-01,0.0,1386.2226950925622,0.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
513,BANCADA-SP,52/2021,WifiBrasil,2021-07-01,0.0,47287.05987431946,0.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
514,BANCADA-ES,53/2021,WifiBrasil,2021-07-01,0.0,6271.010324354194,0.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
515,BANCADA-ES,54/2021,WifiBrasil,2021-07-01,0.0,7163.905209679841,0.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
516,BANCADA-PA,55/2021,WifiBrasil,2021-07-01,0.0,7644.897447138174,0.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
517,BANCADA-PA,56/2021,WifiBrasil,2021-07-01,0.0,1469.8266506097345,0.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
518,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-07-01,0.0,2474.6825824632997,0.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
519,DIMAS FABIANO,58/2021,WifiBrasil,2021-07-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
520,EDNA HENRIQUE,59/2021,WifiBrasil,2021-07-01,0.0,442.7712374571775,0.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
521,FABIO REIS,60/2021,WifiBrasil,2021-07-01,0.0,231.04497845646725,0.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
522,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-07-01,0.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
523,GENERAL GIRAO,62/2021,WifiBrasil,2021-07-01,0.0,3247.511641950684,0.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
524,JOSE NUNES,63/2021,WifiBrasil,2021-07-01,0.0,140.4502293481375,0.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
525,JOSIVALDO JP,64/2021,WifiBrasil,2021-07-01,0.0,140.4502293481375,0.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
526,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-07-01,0.0,85.49349506609417,0.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
527,LEO DE BRITO,66/2021,WifiBrasil,2021-07-01,0.0,469.22227744281594,0.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
528,LUCIANO BIVAR,67/2021,WifiBrasil,2021-07-01,0.0,1327.3217669508304,0.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
529,LUIS TIBE,68/2021,WifiBrasil,2021-07-01,0.0,241.22389871781752,0.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
530,MARA ROCHA,69/2021,WifiBrasil,2021-07-01,0.0,0.0,0.0,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
531,MARX BELTRAO,70/2021,WifiBrasil,2021-07-01,0.0,1226.5480975811504,0.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
532,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-07-01,0.0,341.99756808749754,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
533,SERGIO PETECAO,72/2021,WifiBrasil,2021-07-01,0.0,1259.0752091718016,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
534,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-07-01,0.0,946.7726540599881,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
535,SORAYA THRONICKE,74/2021,WifiBrasil,2021-07-01,0.0,1233.6804181110317,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
536,MCOM,75/2021,WifiBrasil,2021-07-01,0.0,973.0906242912159,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
537,JUNIO AMARAL,76/2021,WifiBrasil,2021-07-01,0.0,4384.044445087388,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
538,LEUR LOMANTO,77/2021,WifiBrasil,2021-07-01,0.0,644.3185761965375,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
539,BANCADA-AL,01/2021,GESAC,2021-08-01,100000.0,12198.803677275055,100000.0,1109626.8014248305,0.0,BANCADA-AL,BANCADA-AL
540,BANCADA-AL,02/2021,GESAC,2021-08-01,0.0,3829.0301919308663,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
541,BANCADA-AL,03/2021,GESAC,2021-08-01,0.0,52627.095341551554,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
542,BANCADA-MG,04/2021,GESAC,2021-08-01,0.0,134854.2455174665,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
543,BANCADA-SP,05/2021,GESAC,2021-08-01,0.0,10088.085596238134,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
544,BANCADA-ES,06/2021,GESAC,2021-08-01,0.0,9532.461528661539,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
545,BANCADA-ES,07/2021,GESAC,2021-08-01,0.0,21759.130797848386,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
546,BANCADA-ES,08/2021,GESAC,2021-08-01,0.0,27125.32801127647,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
547,BANCADA-MA,09/2021,GESAC,2021-08-01,0.0,7236.405035165053,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
548,BANCADA-PA,10/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
549,BANCADA-PA,11/2021,GESAC,2021-08-01,0.0,3224.88967370887,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
550,JUNIO AMARAL,12/2021,GESAC,2021-08-01,0.0,1200.954637782122,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
551,CELSO SABINO,13/2021,GESAC,2021-08-01,0.0,586.7035400640171,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
552,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-08-01,0.0,704.8819586970487,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
553,DIMAS FABIANO,15/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
554,EDNA HENRIQUE,16/2021,GESAC,2021-08-01,0.0,1311.9886956524244,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
555,ELIAS VAZ,17/2021,GESAC,2021-08-01,0.0,3671.1670466687774,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
556,EXPEDITO NETTO,18/2021,GESAC,2021-08-01,0.0,1756.5081176441868,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
557,FABIO REIS,19/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
558,FLAVIA ARRUDA,20/2021,GESAC,2021-08-01,0.0,8373.382110068504,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
559,FLAVIANO MELO,21/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
560,FLAVIANO MELO,22/2021,GESAC,2021-08-01,0.0,4314.897179542448,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
561,GENERAL GIRAO,23/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
562,JOAO ROMA,24/2021,GESAC,2021-08-01,0.0,29.196119702326314,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
563,JOENIA WAPICHANA,25/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
564,JOSE NUNES,26/2021,GESAC,2021-08-01,0.0,999.2593105472101,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
565,JOSIVALDO JP,27/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
566,JUNIOR LOURENCO,28/2021,GESAC,2021-08-01,0.0,2808.3723719098516,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
567,LEO DE BRITO,29/2021,GESAC,2021-08-01,0.0,3169.977565314524,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
568,LEUR LOMANTO,30/2021,GESAC,2021-08-01,0.0,169.10577073265537,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
569,LUCIANO BIVAR,31/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
570,LUIS TIBE,32/2021,GESAC,2021-08-01,0.0,999.2593105472101,0.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
571,MARA ROCHA,33/2021,GESAC,2021-08-01,0.0,3655.631453558336,0.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
572,MARX BELTRAO,34/2021,GESAC,2021-08-01,0.0,1402.6499650170342,0.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
573,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-08-01,0.0,151045.01402073982,0.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
574,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-08-01,0.0,36760.64069555826,0.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
575,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-08-01,0.0,101057.16121952538,0.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
576,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-08-01,0.0,170968.401882873,0.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
